Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Sminthurus Viridis,1,0,0,4,4,0.0,0.427,0.0003
Domene Scabricollis,1,0,25,15,40,4.5,0.4981,0.0011
Ballus Chalybeius,1,0,32,19,51,47.55,0.5005,0.0015
Centomerus Sylvaticus,1,0,28,17,45,14.82,0.5048,0.0013
Xysticus Lanio,1,0,26,9,35,4.64,0.4809,0.0021
Dictyna Latens,1,0,20,17,37,2.63,0.4976,0.0008
Metabelba Pulverosa,1,0,0,7,7,0.0,0.4333,0.0003
Micranurida Cf Sensillata,1,0,0,7,7,0.0,0.4294,0.0003
Neelides Minutus,1,0,0,10,10,0.0,0.4475,0.0003
Protaphorura Aurantiaca,1,0,0,5,5,0.0,0.3933,0.0003
Atheta Myrmecobia,1,0,27,17,44,12.81,0.4871,0.0006
Palliduphantes Pallidus,1,0,21,6,27,1.53,0.48,0.0008
Folsomia Fimetaria,1,0,0,10,10,0.0,0.429,0.0003
Folsomia Litsteri,1,0,0,10,10,0.0,0.429,0.0003
Friesea Truncata,1,0,0,8,8,0.0,0.4091,0.0003
Tomocerus Vulgaris,1,0,0,20,20,0.0,0.4608,0.0003
Anelasmocephalus Cambridgei,1,0,54,30,84,410.77,0.5096,0.0045
Harpalus Latus,1,0,42,3,45,7.98,0.4694,0.0077
Apostenus Fuscus,1,0,34,21,55,236.22,0.4949,0.0034
Glomeris Marginata,1,0,0,11,11,0.0,0.4449,0.0003
Porobelba Spinosa,1,0,0,2,2,0.0,0.3808,0.0003
Urodiaspis Tecta,1,0,0,46,46,0.0,0.4912,0.0003
Lysigamasus Puerilis,1,0,27,23,50,149.48,0.4723,0.0006
Pseudachorutes Cf Dubius,1,0,0,14,14,0.0,0.46,0.0003
Pseudachorutes Subcrassus,1,0,0,7,7,0.0,0.4276,0.0003
Veigaia Kochi,1,0,65,46,111,470.71,0.5322,0.0012
Azeca Goodalli,1,0,0,1,1,0.0,0.387,0.0003
Liebstadia Similis,1,0,0,7,7,0.0,0.4449,0.0003
Pachylaelaps Longisetosus,1,0,0,43,43,0.0,0.4885,0.0003
Pterostichus Oblongopunctatus,1,0,31,3,34,6.84,0.4749,0.0061
Walckenaeria Corniculans,1,0,14,12,26,4.21,0.4953,0.0007
Leioseius Bicolor,1,0,19,16,35,34.18,0.4537,0.0005
Pachyseius Angustus,1,0,0,16,16,0.0,0.4732,0.0003
Tomocerus Minutus,1,0,0,22,22,0.0,0.4347,0.0003
Abax Parallelus,1,0,14,1,15,0.0,0.4017,0.1086
Neon Reticulatus,1,0,57,51,108,331.54,0.5354,0.0013
Epicrius Schusteri,1,0,24,12,36,12.5,0.4592,0.0006
Veigaia Cf Agilis,1,0,14,10,24,1.2,0.434,0.0005
Ceratophysella Gibbosa,1,0,0,11,11,0.0,0.4301,0.0003
Hypogastrura Burkilli,1,0,0,10,10,0.0,0.4445,0.0003
Isotomurus Palustris,1,0,0,10,10,0.0,0.4107,0.0003
Proisotoma Minuta,1,0,0,10,10,0.0,0.4107,0.0003
Tritegeus Bisulcatus,1,0,0,13,13,0.0,0.446,0.0003
Pterostichus Burmeisteri,1,0,20,1,21,0.0,0.4287,0.0284
Crychus Caraboides,1,0,21,2,23,0.47,0.435,0.0044
Amblyseius Similifloridanus,1,0,9,10,19,1.13,0.4318,0.0004
Glomeris Undulata,1,0,0,8,8,0.0,0.4361,0.0003
Stenaphorura Quadrispina,1,0,0,9,9,0.0,0.4082,0.0003
Stilicus Rufipes,1,0,33,11,44,26.64,0.4757,0.0014
Euophrys Herbigrada,1,0,39,8,47,18.68,0.4876,0.0017
Philodromus Dispar,1,0,31,8,39,43.51,0.4853,0.0025
Entomobrya Quinquelineata,1,0,0,6,6,0.0,0.4005,0.0003
Veigaia Planicola,1,0,43,36,79,1315.79,0.4962,0.0009
Zercon Cf Peltatus,1,0,28,26,54,357.97,0.4744,0.0007
Eupelops Torulosus,1,0,0,3,3,0.0,0.4172,0.0003
Friesea Claviseta,1,0,0,6,6,0.0,0.4005,0.0003
Mesaphorura Yosii,1,0,0,15,15,0.0,0.4057,0.0003
Paratullbergia Macdougalli,1,0,0,6,6,0.0,0.4005,0.0003
Cryptops Hortensis,1,0,69,15,84,652.43,0.5057,0.006
Cepheus Cepheiformes,1,0,0,3,3,0.0,0.4172,0.0003
Entomobrya Corticalis,1,0,0,7,7,0.0,0.4044,0.0003
Pergamasus Norvegicus,1,0,52,48,100,322.78,0.5207,0.0009
Pergamasus Quisquiliarum,1,0,32,19,51,45.77,0.4867,0.0007
Euzetes Globulus,1,0,0,3,3,0.0,0.4172,0.0003
Anthicus Flavipes,1,0,23,20,43,29.35,0.4744,0.0006
Gongylidiellum Latebricola,1,0,19,19,38,9.88,0.4719,0.0005
Euryopis Flavomaculata,1,0,47,14,61,97.2,0.4907,0.0031
Stenus Impressus,1,0,20,12,32,10.63,0.4706,0.0008
Stenus Mendicus,1,0,21,16,37,8.68,0.4719,0.0006
Microlestes Minutulus,1,0,18,13,31,5.33,0.4694,0.0007
Zora Spinimana,1,0,43,22,65,370.61,0.4972,0.0021
Pachygnatha Degeeri,1,0,23,7,30,5.09,0.469,0.0012
Xysticus Erraticus,1,0,31,7,38,15.49,0.4624,0.0031
Xysticus Cristatus,1,0,16,1,17,0.0,0.4487,0.0121
Dicyrtoma Fusca,1,0,0,17,17,0.0,0.4521,0.0003
Pseudoparasitus Placentulus,1,0,22,22,44,27.81,0.446,0.0005
Prozercon Kochi,1,0,8,10,18,0.4,0.4079,0.0004
Rhodacarellus Cf Kreuzi,1,0,12,14,26,5.97,0.4266,0.0004
Pergalumna Nervosa,1,0,0,1,1,0.0,0.3833,0.0003
Proteroiulus Fuscus,1,0,0,4,4,0.0,0.435,0.0003
Pterostichus Chamaeleon,1,0,14,2,16,0.03,0.4198,0.0023
Lathrobium Brunnipes,1,0,40,19,59,303.96,0.5091,0.0033
Haplodrassus Silvstris,1,0,44,13,57,155.33,0.4976,0.0048
Berniniella Sigma,1,0,0,1,1,0.0,0.3608,0.0003
Rhodacarus Coronatus,1,0,19,21,40,226.28,0.4736,0.0005
Microtritia Minima,1,0,0,3,3,0.0,0.4222,0.0003
Oppiella Propinqua,1,0,0,1,1,0.0,0.3608,0.0003
Xenylla Grisea,1,0,0,9,9,0.0,0.4185,0.0003
Ballistura Cf. Hankoi,1,0,0,4,4,0.0,0.3921,0.0003
Ceratophysella Succinea,1,0,0,9,9,0.0,0.4038,0.0003
Phthiracarus Affinis,1,0,0,1,1,0.0,0.3361,0.0003
Amblyseius Cf. Nemorivagus,1,0,8,11,19,0.33,0.4308,0.0004
Pamagaeus Bipustulatus,1,0,11,7,18,2.6,0.4533,0.0016
Evarcha Arcuata,1,0,9,5,14,1.27,0.4525,0.0015
Brachyiulus Pusillus,1,0,0,5,5,0.0,0.3901,0.0003
Chamobates Subglobulus,1,0,0,8,8,0.0,0.4491,0.0003
Lithobius Erythrocephalus,1,0,38,9,47,12.77,0.4871,0.003
Lithobius Cyrt/Mutabi,1,0,38,9,47,12.77,0.4871,0.003
Agonum Sexpunctatum,1,0,25,11,36,12.46,0.4783,0.0015
Amaurobius Fenestralis,1,0,39,10,49,315.36,0.4939,0.0046
Agroeca Cf Brunnea,1,0,23,14,37,10.02,0.4991,0.001
Anyphaena Accentuata,1,0,23,15,38,10.34,0.4995,0.0009
Tenuiphantes Flavipes,1,0,31,27,58,68.63,0.5116,0.0008
Elater Ferrugineus,1,0,23,16,39,11.11,0.5,0.0009
Lysigamasus Cf Runcatellus,1,0,21,18,39,16.12,0.4813,0.0005
Folsomia Brevicauda,1,0,0,7,7,0.0,0.4051,0.0003
Geophilus Truncorum,1,0,27,4,31,58.42,0.48,0.0025
Lithobius Forficatus,1,0,32,6,38,32.94,0.4849,0.0015
Heterothops Dissimilis,1,0,19,13,32,6.78,0.4849,0.0007
Carabus Nemoralis,1,0,10,1,11,0.0,0.3998,0.1097
Coccinella Septempunctata,1,0,0,6,6,0.0,0.3954,0.0003
Pachylaelaps Bellicosus,1,0,0,14,14,0.0,0.4608,0.0003
Pachylaelaps Cf. Bellicosus,1,0,0,15,15,0.0,0.4681,0.0003
Lasioseius Lawrencei,1,0,25,22,47,63.37,0.4719,0.0006
Macrocheles Cf. Opacus Aciculatus,1,0,0,16,16,0.0,0.4541,0.0003
Conosoma Testaceum,1,0,22,15,37,3.88,0.4831,0.0006
Mycetoporus Mulsanti,1,0,22,18,40,5.73,0.484,0.0005
Olophrum Piceum,1,0,25,6,31,0.61,0.48,0.0012
Stenus Clavicornis,1,0,22,9,31,0.74,0.4805,0.0009
Stenus Humilis,1,0,21,16,37,3.88,0.4831,0.0006
Ceratinella Scabrosa,1,0,20,19,39,8.53,0.4844,0.0005
Polydesmus Inconstans,1,0,0,2,2,0.0,0.4162,0.0003
Leioseius Elongatus,1,0,12,9,21,7.37,0.4357,0.0004
Lysigamasus Runcatellus,1,0,43,26,69,104.93,0.4835,0.0009
Mesaphorura Jarmiliae,1,0,0,5,5,0.0,0.3919,0.0003
Urodiaspis Shcherbakae,1,0,0,9,9,0.0,0.4259,0.0003
Oodes Helipioides,1,0,8,3,11,0.6,0.4438,0.001
Tapinocyba Praecox,1,0,29,16,45,45.9,0.4962,0.0007
Haplodrassus Soerenseni,1,0,14,5,19,0.25,0.4491,0.0015
Polydesmus Angustus,1,0,0,3,3,0.0,0.3887,0.0003
Polydesmus Complanatus,1,0,0,10,10,0.0,0.4379,0.0003
Clubiona Pallidula,1,0,12,1,13,0.0,0.4318,0.0099
Carabodes Subarcticus,1,0,0,1,1,0.0,0.389,0.0003
Damaeus Auritus,1,0,0,2,2,0.0,0.4162,0.0003
Galumna Tarsipennata,1,0,0,2,2,0.0,0.4162,0.0003
Trichouropoda Ovalis,1,0,13,15,28,3.87,0.4657,0.0004
Megaphyllum Projectum,1,0,0,1,1,0.0,0.3833,0.0003
Ozyptila Particola,1,0,7,5,12,0.2,0.4294,0.0006
Synuchus Nivalis,1,0,18,4,22,7.3,0.4584,0.0019
Entomobrya Cf. Multifasciata,1,0,0,11,11,0.0,0.4394,0.0003
Macrocheles Opacus,1,0,0,10,10,0.0,0.4498,0.0003
Micreremus Gracilior,1,0,0,1,1,0.0,0.389,0.0003
Oppiella Marginedentata,1,0,0,1,1,0.0,0.389,0.0003
Polyxenus Lagurus,1,0,0,3,3,0.0,0.4222,0.0003
Trachelipus Rathkei,1,0,0,5,5,0.0,0.3977,0.0003
Xenillus Tegeocranus,1,0,0,4,4,0.0,0.4188,0.0003
